cave,month,location,room,date,time,wind_speed,temperature,atmospheric_pressure,relative_humidity
2,october,7,4,10/24/2021,14:26:18,0,,828,
2,october,7,4,10/24/2021,14:26:23,0,,828,
2,october,7,4,10/24/2021,14:26:28,0,,828,
2,october,7,4,10/24/2021,14:26:33,0,,828,
2,october,7,4,10/24/2021,14:26:38,0,,828,
2,october,7,4,10/24/2021,14:26:43,0,,828,
2,october,7,4,10/24/2021,14:26:48,0,,828,
2,october,8,4,10/24/2021,14:32:23,0,,828,
2,october,8,4,10/24/2021,14:32:28,0,,828,
2,october,8,4,10/24/2021,14:32:33,0,,828,
2,october,8,4,10/24/2021,14:32:38,0,,828,
2,october,8,4,10/24/2021,14:32:43,0,,828,
2,october,8,4,10/24/2021,14:32:48,0,,828,
2,october,8,4,10/24/2021,14:32:53,0,,828,
2,october,8,4,10/24/2021,14:32:58,0,,828,
2,october,8,4,10/24/2021,14:33:03,0,,828,
2,october,8,4,10/24/2021,14:33:08,0,,828,
2,october,8,4,10/24/2021,14:33:13,0,,828,
2,october,8,4,10/24/2021,14:33:18,0,,828,
2,october,8,4,10/24/2021,14:33:23,0,,828,
2,october,8,4,10/24/2021,14:33:28,0,,828,
2,october,8,4,10/24/2021,14:33:33,0,,828,
2,october,8,4,10/24/2021,14:33:38,0,,828,
2,october,8,4,10/24/2021,14:33:43,0,,828,
2,october,8,4,10/24/2021,14:33:48,0,,828,
2,october,8,4,10/24/2021,14:33:53,0,,828,
2,october,8,4,10/24/2021,14:33:58,0,,828,
2,october,8,4,10/24/2021,14:34:03,0,,828,
2,october,8,4,10/24/2021,14:34:08,0,,828,
2,october,8,4,10/24/2021,14:34:13,0,,828,
2,october,8,4,10/24/2021,14:34:18,0,,828,
2,october,8,4,10/24/2021,14:34:23,0,,828,
2,october,8,4,10/24/2021,14:34:28,0,,828,
2,october,8,4,10/24/2021,14:34:33,0,,828,
2,october,8,4,10/24/2021,14:34:38,0,,828,
2,october,8,4,10/24/2021,14:34:43,0,,828,
2,october,8,4,10/24/2021,14:34:48,0,,828,
2,october,8,4,10/24/2021,14:34:53,0,,828,
2,october,8,4,10/24/2021,14:34:58,0,,828,
2,october,8,4,10/24/2021,14:35:03,0,,828,
2,october,8,4,10/24/2021,14:35:08,0,,828,
2,october,8,4,10/24/2021,14:35:13,0,,828,
2,october,8,4,10/24/2021,14:35:18,0,,828,
2,october,8,4,10/24/2021,14:35:23,0,,828,
2,october,8,4,10/24/2021,14:35:28,0,,828,
2,october,8,4,10/24/2021,14:35:33,0,,828,
2,october,8,4,10/24/2021,14:35:38,0,,828,
2,october,8,4,10/24/2021,14:35:43,0,,828,
2,october,8,4,10/24/2021,14:35:48,0,,828,
2,october,8,4,10/24/2021,14:35:53,0,,828,
2,october,8,4,10/24/2021,14:35:58,0,,828,
2,october,8,4,10/24/2021,14:36:03,0,,828,
2,october,8,4,10/24/2021,14:36:08,0,,828,
2,october,8,4,10/24/2021,14:36:13,0,,828,
2,october,8,4,10/24/2021,14:36:18,0,,828,
2,october,8,4,10/24/2021,14:36:23,0,,828,
2,october,8,4,10/24/2021,14:36:28,0,,828,
2,october,8,4,10/24/2021,14:36:33,0,,828,
2,october,8,4,10/24/2021,14:36:38,0,,828,
2,october,8,4,10/24/2021,14:36:43,0,,828,
2,october,8,4,10/24/2021,14:36:48,0,,828,
2,october,8,4,10/24/2021,14:36:53,0,,828,
2,october,8,4,10/24/2021,14:36:58,0,,828,
2,october,8,4,10/24/2021,14:37:03,0,,828,
2,october,8,4,10/24/2021,14:37:08,0,,828,
2,october,8,4,10/24/2021,14:37:13,0,,828,
2,october,8,4,10/24/2021,14:37:18,0,,828,
2,october,8,4,10/24/2021,14:37:23,0,,828,
2,october,9,5,10/24/2021,15:58:23,0.3,,828,
2,october,9,5,10/24/2021,15:58:28,0.3,,828,
2,october,9,5,10/24/2021,15:58:33,0.3,,828,
2,october,9,5,10/24/2021,15:58:38,0.3,,828,
2,october,9,5,10/24/2021,15:58:43,0.3,,828,
2,october,9,5,10/24/2021,15:58:48,0.3,,828,
2,october,9,5,10/24/2021,15:58:53,0.3,,828,
2,october,9,5,10/24/2021,15:58:58,0.4,,828,
2,october,9,5,10/24/2021,15:59:03,0.3,,828,
2,october,9,5,10/24/2021,15:59:08,0.3,,828,
2,october,9,5,10/24/2021,15:59:13,0.3,,828,
2,october,9,5,10/24/2021,15:59:18,0.3,,828,
2,october,9,5,10/24/2021,15:59:23,0,,828,
2,october,9,5,10/24/2021,15:59:28,0,,828,
2,october,9,5,10/24/2021,15:59:33,0,,828,
2,october,9,5,10/24/2021,15:59:38,0,,828,
2,october,9,5,10/24/2021,15:59:43,0,,828,
2,october,9,5,10/24/2021,15:59:48,0,,828,
2,october,9,5,10/24/2021,15:59:53,0,,828,
2,october,9,5,10/24/2021,15:59:58,0,,828,
2,october,9,5,10/24/2021,16:00:03,0,,828,
2,october,9,5,10/24/2021,16:00:08,0,,828,
2,october,9,5,10/24/2021,16:00:13,0,,828,
2,october,9,5,10/24/2021,16:00:18,0,,828,
2,october,9,5,10/24/2021,16:00:23,0,,828,
2,october,9,5,10/24/2021,16:00:28,0,,828,
2,october,9,5,10/24/2021,16:00:33,0,,828,
2,october,9,5,10/24/2021,16:00:38,0,,828,
2,october,9,5,10/24/2021,16:00:43,0,,828,
2,october,9,5,10/24/2021,16:00:48,0,,828,
2,october,9,5,10/24/2021,16:00:53,0,,828,
2,october,9,5,10/24/2021,16:00:58,0,,828,
2,october,9,5,10/24/2021,16:01:03,0,,828,
2,october,9,5,10/24/2021,16:01:08,0,,828,
2,october,9,5,10/24/2021,16:01:13,0,,828,
2,october,9,5,10/24/2021,16:01:18,0,,828,
2,october,9,5,10/24/2021,16:01:23,0,,828,
2,october,9,5,10/24/2021,16:01:28,0,,828,
2,october,9,5,10/24/2021,16:01:33,0,,828,
2,october,9,5,10/24/2021,16:01:38,0,,828,
2,october,9,5,10/24/2021,16:01:43,0,,828,
2,october,9,5,10/24/2021,16:01:48,0,,828,
2,october,9,5,10/24/2021,16:01:53,0,,828,
2,october,9,5,10/24/2021,16:01:58,0,,828,
2,october,9,5,10/24/2021,16:02:03,0,,828,
2,october,9,5,10/24/2021,16:02:08,0,,828,
2,october,9,5,10/24/2021,16:02:13,0,,828,
2,october,9,5,10/24/2021,16:02:18,0,,828,
2,october,9,5,10/24/2021,16:02:23,0,,828,
2,october,9,5,10/24/2021,16:02:28,0,,828,
2,october,9,5,10/24/2021,16:02:33,0,,828,
2,october,9,5,10/24/2021,16:02:38,0,,828,
2,october,9,5,10/24/2021,16:02:43,0,,828,
2,october,9,5,10/24/2021,16:02:48,0,,828,
2,october,9,5,10/24/2021,16:02:53,0,,828,
2,october,9,5,10/24/2021,16:02:58,0,,828,
2,october,9,5,10/24/2021,16:03:03,0,,828,
2,october,9,5,10/24/2021,16:03:08,0,,828,
2,october,9,5,10/24/2021,16:03:13,0,,828,
2,october,9,5,10/24/2021,16:03:18,0,,828,
2,october,9,5,10/24/2021,16:03:23,0,,828,
2,october,10,5,10/24/2021,16:08:28,0,,828,
2,october,10,5,10/24/2021,16:08:33,0,,828,
2,october,10,5,10/24/2021,16:08:38,0,,828,
2,october,10,5,10/24/2021,16:08:43,0,,828,
2,october,10,5,10/24/2021,16:08:48,0,,828,
2,october,10,5,10/24/2021,16:08:53,0,,828,
2,october,10,5,10/24/2021,16:08:58,0,,828,
2,october,10,5,10/24/2021,16:09:03,0,,828,
2,october,10,5,10/24/2021,16:09:08,0,,828,
2,october,10,5,10/24/2021,16:09:13,0,,828,
2,october,10,5,10/24/2021,16:09:18,0,,828,
2,october,10,5,10/24/2021,16:09:23,0,,828,
2,october,10,5,10/24/2021,16:09:28,0,,828,
2,october,10,5,10/24/2021,16:09:33,0,,828,
2,october,10,5,10/24/2021,16:09:38,0,,828,
2,october,10,5,10/24/2021,16:09:43,0,,828,
2,october,10,5,10/24/2021,16:09:48,0,,828,
2,october,10,5,10/24/2021,16:09:53,0,,828,
2,october,10,5,10/24/2021,16:09:58,0,,828,
2,october,10,5,10/24/2021,16:10:03,0,,828,
2,october,10,5,10/24/2021,16:10:08,0,,828,
2,october,10,5,10/24/2021,16:10:13,0,,828,
2,october,10,5,10/24/2021,16:10:18,0,,828,
2,october,10,5,10/24/2021,16:10:23,0,,828,
2,october,10,5,10/24/2021,16:10:28,0,,828,
2,october,10,5,10/24/2021,16:10:33,0,,828,
2,october,10,5,10/24/2021,16:10:38,0,,828,
2,october,10,5,10/24/2021,16:10:43,0,,828,
2,october,10,5,10/24/2021,16:10:48,0,,828,
2,october,10,5,10/24/2021,16:10:53,0,,828,
2,october,10,5,10/24/2021,16:10:58,0,,828,
2,october,10,5,10/24/2021,16:11:03,0,,828,
2,october,10,5,10/24/2021,16:11:08,0,,828,
2,october,10,5,10/24/2021,16:11:13,0,,828,
2,october,10,5,10/24/2021,16:11:18,0,,828,
2,october,10,5,10/24/2021,16:11:23,0,,828,
2,october,10,5,10/24/2021,16:11:28,0,,828,
2,october,10,5,10/24/2021,16:11:33,0,,828,
2,october,10,5,10/24/2021,16:11:38,0,,828,
2,october,10,5,10/24/2021,16:11:43,0,,828,
2,october,10,5,10/24/2021,16:11:48,0,,828,
2,october,10,5,10/24/2021,16:11:53,0,,828,
2,october,10,5,10/24/2021,16:11:58,0,,828,
2,october,10,5,10/24/2021,16:12:03,0,,828,
2,october,10,5,10/24/2021,16:12:08,0,,828,
2,october,10,5,10/24/2021,16:12:13,0,,828,
2,october,10,5,10/24/2021,16:12:18,0,,828,
2,october,10,5,10/24/2021,16:12:23,0,,828,
2,october,10,5,10/24/2021,16:12:28,0,,828,
2,october,10,5,10/24/2021,16:12:33,0,,828,
2,october,10,5,10/24/2021,16:12:38,0,,828,
2,october,10,5,10/24/2021,16:12:43,0,,828,
2,october,10,5,10/24/2021,16:12:48,0,,828,
2,october,10,5,10/24/2021,16:12:53,0,,828,
2,october,10,5,10/24/2021,16:12:58,0,,828,
2,october,10,5,10/24/2021,16:13:03,0,,828,
2,october,10,5,10/24/2021,16:13:08,0,,828,
2,october,10,5,10/24/2021,16:13:13,0,,828,
2,october,10,5,10/24/2021,16:13:18,0,,828,
2,october,10,5,10/24/2021,16:13:23,0,,828,
2,october,10,5,10/24/2021,16:13:28,0,,828,
2,october,10,5,10/24/2021,16:13:33,0,,828,
2,october,10,5,10/24/2021,16:13:38,0,,828,
2,october,10,5,10/24/2021,16:13:43,0,,828,
2,october,10,5,10/24/2021,16:13:48,0,,828,
2,october,10,5,10/24/2021,16:13:53,0,,828,
2,october,10,5,10/24/2021,16:13:58,0,,828,
2,october,11,6,10/24/2021,16:25:48,0,,828,
2,october,11,6,10/24/2021,16:25:53,0,,828,
2,october,11,6,10/24/2021,16:25:58,0,,828,
2,october,11,6,10/24/2021,16:26:03,0,,828,
2,october,11,6,10/24/2021,16:26:08,0,,828,
2,october,11,6,10/24/2021,16:26:13,0,,828,
2,october,11,6,10/24/2021,16:26:18,0,,828,
2,october,11,6,10/24/2021,16:26:23,0,,828,
2,october,11,6,10/24/2021,16:26:28,0,,828,
2,october,11,6,10/24/2021,16:26:33,0,,828,
2,october,11,6,10/24/2021,16:26:38,0,,828,
2,october,11,6,10/24/2021,16:26:43,0,,828,
2,october,11,6,10/24/2021,16:26:48,0,,828,
2,october,11,6,10/24/2021,16:26:53,0,,828,
2,october,11,6,10/24/2021,16:26:58,0,,828,
2,october,11,6,10/24/2021,16:27:03,0,,828,
2,october,11,6,10/24/2021,16:27:08,0,,828,
2,october,11,6,10/24/2021,16:27:13,0,,828,
2,october,11,6,10/24/2021,16:27:18,0,,828,
2,october,11,6,10/24/2021,16:27:23,0,,828,
2,october,11,6,10/24/2021,16:27:28,0,,828,
2,october,11,6,10/24/2021,16:27:33,0,,828,
2,october,11,6,10/24/2021,16:27:38,0,,828,
2,october,11,6,10/24/2021,16:27:43,0,,828,
2,october,11,6,10/24/2021,16:27:48,0,,828,
2,october,11,6,10/24/2021,16:27:53,0,,828,
2,october,11,6,10/24/2021,16:27:58,0,,828,
2,october,11,6,10/24/2021,16:28:03,0,,828,
2,october,11,6,10/24/2021,16:28:08,0,,828,
2,october,11,6,10/24/2021,16:28:13,0,,828,
2,october,11,6,10/24/2021,16:28:18,0,,828,
2,october,11,6,10/24/2021,16:28:23,0,,828,
2,october,11,6,10/24/2021,16:28:28,0,,828,
2,october,11,6,10/24/2021,16:28:33,0,,828,
2,october,11,6,10/24/2021,16:28:38,0,,828,
2,october,11,6,10/24/2021,16:28:43,0,,828,
2,october,11,6,10/24/2021,16:28:48,0,,828,
2,october,11,6,10/24/2021,16:28:53,0,,828,
2,october,11,6,10/24/2021,16:28:58,0,,828,
2,october,11,6,10/24/2021,16:29:03,0,,828,
2,october,11,6,10/24/2021,16:29:08,0,,828,
2,october,11,6,10/24/2021,16:29:13,0,,828,
2,october,11,6,10/24/2021,16:29:18,0,,828,
2,october,11,6,10/24/2021,16:29:23,0,,828,
2,october,11,6,10/24/2021,16:29:28,0,,828,
2,october,11,6,10/24/2021,16:29:33,0,,828,
2,october,11,6,10/24/2021,16:29:38,0,,828,
2,october,11,6,10/24/2021,16:29:43,0,,828,
2,october,11,6,10/24/2021,16:29:48,0,,828,
2,october,11,6,10/24/2021,16:29:53,0,,828,
2,october,11,6,10/24/2021,16:29:58,0,,828,
2,october,11,6,10/24/2021,16:30:03,0,,828,
2,october,11,6,10/24/2021,16:30:08,0,,828,
2,october,11,6,10/24/2021,16:30:13,0,,828,
3,october,1,1,10/25/2021,12:02:44,0,20.6,823,
3,october,1,1,10/25/2021,12:02:49,0,20.6,823,
3,october,1,1,10/25/2021,12:02:54,0,20.6,823,
3,october,1,1,10/25/2021,12:02:59,0,20.6,823,
3,october,1,1,10/25/2021,12:03:04,0,20.6,823,
3,october,1,1,10/25/2021,12:03:09,0,20.6,823,
3,october,1,1,10/25/2021,12:03:14,0,20.6,822,
3,october,1,1,10/25/2021,12:03:19,0,20.6,822,
3,october,1,1,10/25/2021,12:03:24,0,20.6,822,
3,october,1,1,10/25/2021,12:03:29,0,20.6,822,
3,october,1,1,10/25/2021,12:03:34,0,20.6,923,
3,october,1,1,10/25/2021,12:03:39,0,20.6,822,
3,october,1,1,10/25/2021,12:03:44,0,20.6,822,
3,october,1,1,10/25/2021,12:03:49,0,20.6,822,
3,october,1,1,10/25/2021,12:03:54,0,20.6,822,
3,october,1,1,10/25/2021,12:03:59,0,20.6,822,
3,october,1,1,10/25/2021,12:04:04,0.3,20.6,822,
3,october,1,1,10/25/2021,12:04:09,0.4,20.6,822,
3,october,1,1,10/25/2021,12:04:14,0.4,20.6,822,
3,october,1,1,10/25/2021,12:04:19,0.4,20.6,822,
3,october,1,1,10/25/2021,12:04:24,0.2,20.6,822,
3,october,1,1,10/25/2021,12:04:29,0.1,20.6,822,
3,october,1,1,10/25/2021,12:04:34,0.2,20.6,822,
3,october,1,1,10/25/2021,12:04:39,0,20.6,822,
3,october,1,1,10/25/2021,12:04:44,0,20.6,823,
3,october,1,1,10/25/2021,12:04:49,0,20.6,823,
3,october,1,1,10/25/2021,12:04:54,0,20.6,823,
3,october,1,1,10/25/2021,12:04:59,0,20.6,823,
3,october,1,1,10/25/2021,12:05:04,0,20.6,823,
3,october,1,1,10/25/2021,12:05:09,0,20.6,822,
3,october,1,1,10/25/2021,12:05:14,0,20.6,822,
3,october,1,1,10/25/2021,12:05:19,0,20.6,822,
3,october,1,1,10/25/2021,12:05:24,0,20.6,822,
3,october,1,1,10/25/2021,12:05:29,0,20.6,822,
3,october,1,1,10/25/2021,12:05:34,0,20.6,822,
3,october,1,1,10/25/2021,12:05:39,0,20.6,822,
3,october,1,1,10/25/2021,12:05:44,0,20.6,822,
3,october,1,1,10/25/2021,12:05:49,0,20.6,822,
3,october,1,1,10/25/2021,12:05:54,0,20.6,822,
3,october,1,1,10/25/2021,12:05:59,0,20.6,822,
3,october,1,1,10/25/2021,12:06:04,0,20.6,822,
3,october,1,1,10/25/2021,12:06:09,0,20.6,822,
3,october,1,1,10/25/2021,12:06:14,0,20.6,822,
3,october,1,1,10/25/2021,12:06:19,0,20.6,822,
3,october,1,1,10/25/2021,12:06:24,0,20.6,822,
3,october,1,1,10/25/2021,12:06:29,0,20.6,822,
3,october,1,1,10/25/2021,12:06:34,0,20.6,822,
3,october,1,1,10/25/2021,12:06:39,0,20.6,822,
3,october,1,1,10/25/2021,12:06:44,0,20.6,822,
3,october,1,1,10/25/2021,12:06:49,0,20.6,822,
3,october,1,1,10/25/2021,12:06:54,0,20.6,822,
3,october,1,1,10/25/2021,12:06:59,0,20.6,822,
3,october,1,1,10/25/2021,12:07:04,0,20.6,822,
3,october,1,1,10/25/2021,12:07:09,0,20.6,822,
3,october,2,1,10/25/2021,12:12:00,0,21.9,827,
3,october,2,1,10/25/2021,12:12:05,0,22,827,
3,october,2,1,10/25/2021,12:12:10,0,21.9,828,
3,october,2,1,10/25/2021,12:12:15,0,21.9,827,
3,october,2,1,10/25/2021,12:12:20,0,21.9,827,
3,october,2,1,10/25/2021,12:12:25,0,21.9,827,
3,october,2,1,10/25/2021,12:12:30,0.2,21.9,827,
3,october,2,1,10/25/2021,12:12:35,0.5,21.9,828,
3,october,2,1,10/25/2021,12:12:40,0.7,21.9,828,
3,october,2,1,10/25/2021,12:12:45,0.9,21.9,827,
3,october,2,1,10/25/2021,12:12:50,0.8,21.9,828,
3,october,2,1,10/25/2021,12:12:55,0.8,21.9,828,
3,october,2,1,10/25/2021,12:13:00,0.7,21.9,828,
3,october,2,1,10/25/2021,12:13:05,0.7,21.9,828,
3,october,2,1,10/25/2021,12:13:10,0.5,21.9,828,
3,october,2,1,10/25/2021,12:13:15,0.5,21.9,828,
3,october,2,1,10/25/2021,12:13:20,0.3,21.9,827,
3,october,2,1,10/25/2021,12:13:25,0,21.9,828,
3,october,2,1,10/25/2021,12:13:30,0,21.9,828,
3,october,2,1,10/25/2021,12:13:35,0,21.9,828,
3,october,2,1,10/25/2021,12:13:40,0,21.9,828,
3,october,2,1,10/25/2021,12:13:45,0,21.9,827,
3,october,2,1,10/25/2021,12:13:50,0,21.9,828,
3,october,2,1,10/25/2021,12:13:55,0,21.9,827,
3,october,2,1,10/25/2021,12:14:00,0,21.9,827,
3,october,2,1,10/25/2021,12:14:05,0,21.9,828,
3,october,2,1,10/25/2021,12:14:10,0,21.9,827,
3,october,2,1,10/25/2021,12:14:15,0,21.9,828,
3,october,2,1,10/25/2021,12:14:20,0,21.9,827,
3,october,2,1,10/25/2021,12:14:25,0,21.9,827,
3,october,2,1,10/25/2021,12:14:30,0,21.9,827,
3,october,2,1,10/25/2021,12:14:35,0,21.9,828,
3,october,2,1,10/25/2021,12:14:40,0,21.9,827,
3,october,2,1,10/25/2021,12:14:45,0,21.9,827,
3,october,2,1,10/25/2021,12:14:50,0,21.9,828,
3,october,2,1,10/25/2021,12:14:55,0,21.9,828,
3,october,2,1,10/25/2021,12:15:00,0.7,22.2,827,
3,october,2,1,10/25/2021,12:15:05,0.5,22.2,827,
3,october,2,1,10/25/2021,12:15:10,0.5,22.2,827,
3,october,2,1,10/25/2021,12:15:15,0.4,22.2,827,
3,october,2,1,10/25/2021,12:15:20,0.2,22.2,827,
3,october,2,1,10/25/2021,12:15:25,0,22.2,827,
3,october,2,1,10/25/2021,12:15:30,0,22.3,828,
3,october,2,1,10/25/2021,12:15:35,0,22.3,827,
3,october,2,1,10/25/2021,12:15:40,0,22.3,827,
3,october,2,1,10/25/2021,12:15:45,0,22.3,827,
3,october,2,1,10/25/2021,12:15:50,0,22.3,828,
3,october,2,1,10/25/2021,12:15:55,0,22.3,827,
3,october,2,1,10/25/2021,12:16:00,0,22.3,827,
3,october,2,1,10/25/2021,12:16:05,0,22.3,827,
3,october,2,1,10/25/2021,12:16:10,0,22.3,827,
3,october,2,1,10/25/2021,12:16:15,0,22.3,827,
3,october,2,1,10/25/2021,12:16:20,0,22.3,827,
3,october,2,1,10/25/2021,12:16:25,0,22.3,827,
3,october,3,1,10/25/2021,12:22:57,0.7,22.2,822,
3,october,3,1,10/25/2021,12:23:02,0.7,22.2,822,
3,october,3,1,10/25/2021,12:23:07,0.6,22.2,822,
3,october,3,1,10/25/2021,12:23:12,0.5,22.1,822,
3,october,3,1,10/25/2021,12:23:17,0.5,22.2,822,
3,october,3,1,10/25/2021,12:23:22,0.5,22.1,822,
3,october,3,1,10/25/2021,12:23:27,0.1,22.1,822,
3,october,3,1,10/25/2021,12:23:32,0,22.1,822,
3,october,3,1,10/25/2021,12:23:37,0,22.1,822,
3,october,3,1,10/25/2021,12:23:42,0,22.1,822,
3,october,3,1,10/25/2021,12:23:47,0,22.1,822,
3,october,3,1,10/25/2021,12:23:52,0,22.1,822,
3,october,3,1,10/25/2021,12:23:57,0,22.1,822,
3,october,3,1,10/25/2021,12:24:02,0,22.1,822,
3,october,3,1,10/25/2021,12:24:07,0,22.1,822,
3,october,3,1,10/25/2021,12:24:12,0,22.1,822,
3,october,3,1,10/25/2021,12:24:17,0,22.1,822,
3,october,3,1,10/25/2021,12:24:22,0,22.1,822,
3,october,3,1,10/25/2021,12:24:27,0,22.1,822,
3,october,3,1,10/25/2021,12:24:32,0,22.1,822,
3,october,3,1,10/25/2021,12:24:37,0,22.1,822,
3,october,3,1,10/25/2021,12:24:42,0,22.1,822,
3,october,3,1,10/25/2021,12:24:47,0,22.1,822,
3,october,3,1,10/25/2021,12:24:52,0,22.1,822,
3,october,3,1,10/25/2021,12:24:57,0,22.1,822,
3,october,3,1,10/25/2021,12:25:02,0,22.1,822,
3,october,3,1,10/25/2021,12:25:07,0,22.1,822,
3,october,3,1,10/25/2021,12:25:12,0.2,22.1,822,
3,october,3,1,10/25/2021,12:25:17,0.2,22.1,822,
3,october,3,1,10/25/2021,12:25:22,0.2,22.1,822,
3,october,3,1,10/25/2021,12:25:27,0.1,22.1,822,
3,october,3,1,10/25/2021,12:25:32,0.2,22.1,822,
3,october,3,1,10/25/2021,12:25:37,0.4,22.1,822,
3,october,3,1,10/25/2021,12:25:42,0.2,22.1,822,
3,october,3,1,10/25/2021,12:25:47,0,22.1,822,
3,october,3,1,10/25/2021,12:25:52,0,22.1,822,
3,october,3,1,10/25/2021,12:25:57,0,22.1,822,
3,october,3,1,10/25/2021,12:26:02,0,22.1,822,
3,october,3,1,10/25/2021,12:26:07,0,22.1,822,
3,october,3,1,10/25/2021,12:26:12,0,22.1,822,
3,october,3,1,10/25/2021,12:26:17,0,22.1,822,
3,october,3,1,10/25/2021,12:26:22,0.2,22.1,822,
3,october,3,1,10/25/2021,12:26:27,0.2,22.1,822,
3,october,3,1,10/25/2021,12:26:32,0.4,22.1,822,
3,october,3,1,10/25/2021,12:26:37,0.1,22.1,822,
3,october,3,1,10/25/2021,12:26:42,0,22.1,822,
3,october,3,1,10/25/2021,12:26:47,0,22.1,822,
3,october,3,1,10/25/2021,12:26:52,0,22.1,822,
3,october,3,1,10/25/2021,12:26:57,0,22.1,822,
3,october,3,1,10/25/2021,12:27:02,0,22.1,822,
3,october,3,1,10/25/2021,12:27:07,0,22.1,822,
3,october,3,1,10/25/2021,12:27:12,0,22.1,822,
3,october,3,1,10/25/2021,12:27:17,0,22.1,822,
3,october,3,1,10/25/2021,12:27:22,0,22.1,822,
3,october,3,1,10/25/2021,12:27:27,0,22.1,822,
3,october,3,1,10/25/2021,12:27:32,0.1,22.1,822,
3,october,3,1,10/25/2021,12:27:37,0.2,22.1,822,
3,october,3,1,10/25/2021,12:27:42,0.3,22.1,822,
3,october,3,1,10/25/2021,12:27:47,0.4,22.1,822,
3,october,3,1,10/25/2021,12:27:52,0.5,22.1,822,
3,october,3,1,10/25/2021,12:27:57,0.6,22.1,822,
3,october,3,1,10/25/2021,12:28:02,0.7,22.1,822,
3,october,4,1,10/25/2021,12:33:28,0,18.1,822,
3,october,4,1,10/25/2021,12:33:33,0,18.1,822,
3,october,4,1,10/25/2021,12:33:38,0,18.1,822,
3,october,4,1,10/25/2021,12:33:43,0,18.1,822,
3,october,4,1,10/25/2021,12:33:48,0,18.1,822,
3,october,4,1,10/25/2021,12:33:53,0,18.1,822,
3,october,4,1,10/25/2021,12:33:58,0,18.1,822,
3,october,4,1,10/25/2021,12:34:03,0,18.1,822,
3,october,4,1,10/25/2021,12:34:08,0,18.1,822,
3,october,4,1,10/25/2021,12:34:13,0,18.1,822,
3,october,4,1,10/25/2021,12:34:18,0,18.1,822,
3,october,4,1,10/25/2021,12:34:23,0,18.1,822,
3,october,4,1,10/25/2021,12:34:28,0,18.1,822,
3,october,4,1,10/25/2021,12:34:33,0,18.1,822,
3,october,4,1,10/25/2021,12:34:38,0,18.1,822,
3,october,4,1,10/25/2021,12:34:43,0,18.1,822,
3,october,4,1,10/25/2021,12:34:48,0,18.1,822,
3,october,4,1,10/25/2021,12:34:53,0,18.1,822,
3,october,4,1,10/25/2021,12:34:58,0,18.1,822,
3,october,4,1,10/25/2021,12:35:03,0,18.1,822,
3,october,4,1,10/25/2021,12:35:08,0,18.1,822,
3,october,4,1,10/25/2021,12:35:13,0,18.1,822,
3,october,4,1,10/25/2021,12:35:18,0,18.1,822,
3,october,4,1,10/25/2021,12:35:23,0,18.1,822,
3,october,4,1,10/25/2021,12:35:28,0,18.1,822,
3,october,4,1,10/25/2021,12:35:33,0,18.1,822,
3,october,4,1,10/25/2021,12:35:38,0,18.1,822,
3,october,4,1,10/25/2021,12:35:43,0,18.1,822,
3,october,4,1,10/25/2021,12:35:48,0,18.1,822,
3,october,4,1,10/25/2021,12:35:53,0,18.1,822,
3,october,4,1,10/25/2021,12:35:58,0,18.1,822,
3,october,4,1,10/25/2021,12:36:03,0,18.1,822,
3,october,4,1,10/25/2021,12:36:08,0,18.1,822,
3,october,4,1,10/25/2021,12:36:13,0,18.1,822,
3,october,4,1,10/25/2021,12:36:18,0,18.1,822,
3,october,4,1,10/25/2021,12:36:23,0,18.1,822,
3,october,4,1,10/25/2021,12:36:28,0,18.1,822,
3,october,4,1,10/25/2021,12:36:33,0,18.1,822,
3,october,4,1,10/25/2021,12:36:38,0,18.1,822,
3,october,4,1,10/25/2021,12:36:43,0,18.1,822,
3,october,4,1,10/25/2021,12:36:48,0,18.1,822,
3,october,4,1,10/25/2021,12:36:53,0,18.1,822,
3,october,4,1,10/25/2021,12:36:58,0,18.1,822,
3,october,4,1,10/25/2021,12:37:03,0,18.1,822,
3,october,4,1,10/25/2021,12:37:08,0,18.1,822,
3,october,4,1,10/25/2021,12:37:13,0,18.1,822,
3,october,4,1,10/25/2021,12:37:18,0,18.1,822,
3,october,4,1,10/25/2021,12:37:23,0,18.1,822,
3,october,4,1,10/25/2021,12:37:28,0,18.1,822,
3,october,4,1,10/25/2021,12:37:33,0,18.1,822,
3,october,4,1,10/25/2021,12:37:38,0,18.1,822,
3,october,4,1,10/25/2021,12:37:43,0,18.1,822,
3,october,4,1,10/25/2021,12:37:48,0,18.1,822,
3,october,4,1,10/25/2021,12:37:53,0,18.1,822,
3,october,4,1,10/25/2021,12:37:58,0,18.1,822,
3,october,4,1,10/25/2021,12:38:03,0,18.1,822,
3,october,4,1,10/25/2021,12:38:08,0,18.1,822,
3,october,4,1,10/25/2021,12:38:13,0,18.1,822,
3,october,4,1,10/25/2021,12:38:18,0,17.8,824,
3,october,4,1,10/25/2021,12:38:23,0,17.8,824,
3,october,4,1,10/25/2021,12:38:28,0,17.8,824,
3,october,5,2,10/25/2021,13:15:44,0,15.2,823,
3,october,5,2,10/25/2021,13:15:49,0,15.2,822,
3,october,5,2,10/25/2021,13:15:54,0,15.1,823,
3,october,5,2,10/25/2021,13:15:59,0,15.1,823,
3,october,5,2,10/25/2021,13:16:04,0,15.1,823,
